country,hs_chapter,commodity,year,export_value_usd
Malaysia,5,"05 Products Of Animal Origin, Nesoi",2023,2566
Malaysia,10,10 Cereals,2023,123116
Malaysia,12,"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",2023,49347
Malaysia,13,"13 Lac; Gums, Resins & Other Vegetable Sap & Extract",2023,126410
Malaysia,17,17 Sugars And Sugar Confectionary,2023,524796
Malaysia,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2023,527145
Malaysia,21,21 Miscellaneous Edible Preparations,2023,729189
Malaysia,23,23 Food Industry Residues & Waste; Prep Animal Feed,2023,17354261
Malaysia,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2023,134405
Malaysia,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2023,617323
Malaysia,29,29 Organic Chemicals,2023,4612798
Malaysia,30,30 Pharmaceutical Products,2023,26870861
Malaysia,31,31 Fertilizers,2023,24226
Malaysia,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2023,241261
Malaysia,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2023,737477
Malaysia,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2023,640994
Malaysia,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2023,2527614
Malaysia,38,38 Miscellaneous Chemical Products,2023,4182987
Malaysia,39,39 Plastics And Articles Thereof,2023,9125872
Malaysia,40,40 Rubber And Articles Thereof,2023,234663
Malaysia,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2023,64238
Malaysia,44,44 Wood And Articles Of Wood; Wood Charcoal,2023,1286331
Malaysia,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2023,512910
Malaysia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2023,134295
Malaysia,52,"52 Cotton, Including Yarn And Woven Fabric Thereof",2023,23750
Malaysia,58,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2023,33636
Malaysia,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2023,5566
Malaysia,61,"61 Apparel Articles And Accessories, Knit Or Crochet",2023,5444
Malaysia,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2023,252790
Malaysia,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2023,65156
Malaysia,69,69 Ceramic Products,2023,95000
Malaysia,70,70 Glass And Glassware,2023,343400
Malaysia,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2023,198910
Malaysia,72,72 Iron And Steel,2023,2252416
Malaysia,73,73 Articles Of Iron Or Steel,2023,972815
Malaysia,74,74 Copper And Articles Thereof,2023,3137830
Malaysia,75,75 Nickel And Articles Thereof,2023,328839
Malaysia,76,76 Aluminum And Articles Thereof,2023,2342648
Malaysia,79,79 Zinc And Articles Thereof,2023,60000
Malaysia,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2023,1545917
Malaysia,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2023,286359
Malaysia,83,83 Miscellaneous Articles Of Base Metal,2023,1354766
Malaysia,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2023,17795746
Malaysia,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2023,67810531
Malaysia,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2023,45114
Malaysia,88,"88 Aircraft, Spacecraft, And Parts Thereof",2023,1138798
Malaysia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2023,9411135
Malaysia,92,92 Musical Instruments; Parts And Accessories Thereof,2023,12278
Malaysia,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2023,143930
Malaysia,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2023,7695
Malaysia,96,96 Miscellaneous Manufactured Articles,2023,70218
Malaysia,98,"98 Special Classification Provisions, Nesoi",2023,5359376
Malaysia,10,10 Cereals,2024,207605
Malaysia,11,11 Milling Products; Malt; Starch; Inulin; Wht Gluten,2024,5776
Malaysia,12,"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",2024,813195
Malaysia,13,"13 Lac; Gums, Resins & Other Vegetable Sap & Extract",2024,200475
Malaysia,17,17 Sugars And Sugar Confectionary,2024,576711
Malaysia,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2024,149965
Malaysia,21,21 Miscellaneous Edible Preparations,2024,1763725
Malaysia,23,23 Food Industry Residues & Waste; Prep Animal Feed,2024,4602607
Malaysia,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2024,4191339
Malaysia,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2024,565713
Malaysia,29,29 Organic Chemicals,2024,1259599
Malaysia,30,30 Pharmaceutical Products,2024,40140688
Malaysia,31,31 Fertilizers,2024,96749
Malaysia,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2024,747334
Malaysia,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2024,1127413
Malaysia,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2024,223033
Malaysia,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2024,2849463
Malaysia,38,38 Miscellaneous Chemical Products,2024,5157369
Malaysia,39,39 Plastics And Articles Thereof,2024,8183628
Malaysia,40,40 Rubber And Articles Thereof,2024,377768
Malaysia,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2024,111342
Malaysia,44,44 Wood And Articles Of Wood; Wood Charcoal,2024,918037
Malaysia,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2024,808767
Malaysia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2024,89954
Malaysia,52,"52 Cotton, Including Yarn And Woven Fabric Thereof",2024,88887
Malaysia,56,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2024,34834
Malaysia,58,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2024,47064
Malaysia,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2024,9041
Malaysia,61,"61 Apparel Articles And Accessories, Knit Or Crochet",2024,38876
Malaysia,62,"62 Apparel Articles And Accessories, Not Knit Etc.",2024,9602
Malaysia,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2024,18698
Malaysia,65,65 Headgear And Parts Thereof,2024,4565
Malaysia,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2024,15421
Malaysia,70,70 Glass And Glassware,2024,392142
Malaysia,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2024,219075
Malaysia,72,72 Iron And Steel,2024,1591674
Malaysia,73,73 Articles Of Iron Or Steel,2024,2075013
Malaysia,74,74 Copper And Articles Thereof,2024,11326623
Malaysia,75,75 Nickel And Articles Thereof,2024,413258
Malaysia,76,76 Aluminum And Articles Thereof,2024,13947067
Malaysia,79,79 Zinc And Articles Thereof,2024,234829
Malaysia,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2024,952530
Malaysia,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2024,337600
Malaysia,83,83 Miscellaneous Articles Of Base Metal,2024,573611
Malaysia,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2024,12814362
Malaysia,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2024,51889889
Malaysia,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2024,274111
Malaysia,88,"88 Aircraft, Spacecraft, And Parts Thereof",2024,922737
Malaysia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2024,11609727
Malaysia,92,92 Musical Instruments; Parts And Accessories Thereof,2024,6298
Malaysia,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2024,116964
Malaysia,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2024,6950
Malaysia,96,96 Miscellaneous Manufactured Articles,2024,17698
Malaysia,98,"98 Special Classification Provisions, Nesoi",2024,4628376
Malaysia,10,10 Cereals,2025,274907
Malaysia,12,"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",2025,149013
Malaysia,13,"13 Lac; Gums, Resins & Other Vegetable Sap & Extract",2025,122195
Malaysia,17,17 Sugars And Sugar Confectionary,2025,263437
Malaysia,18,18 Cocoa And Cocoa Preparations,2025,119282
Malaysia,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2025,40772
Malaysia,21,21 Miscellaneous Edible Preparations,2025,1378479
Malaysia,23,23 Food Industry Residues & Waste; Prep Animal Feed,2025,4805973
Malaysia,26,"26 Ores, Slag And Ash",2025,316000
Malaysia,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2025,3356
Malaysia,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2025,198789
Malaysia,29,29 Organic Chemicals,2025,847040
Malaysia,30,30 Pharmaceutical Products,2025,39218366
Malaysia,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2025,250330
Malaysia,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2025,1523893
Malaysia,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2025,91269
Malaysia,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2025,2621060
Malaysia,36,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2025,56088
Malaysia,38,38 Miscellaneous Chemical Products,2025,4113755
Malaysia,39,39 Plastics And Articles Thereof,2025,8364451
Malaysia,40,40 Rubber And Articles Thereof,2025,158404
Malaysia,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2025,68456
Malaysia,44,44 Wood And Articles Of Wood; Wood Charcoal,2025,1110149
Malaysia,47,47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd,2025,4586
Malaysia,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2025,642549
Malaysia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2025,46313
Malaysia,58,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2025,406345
Malaysia,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2025,2571
Malaysia,61,"61 Apparel Articles And Accessories, Knit Or Crochet",2025,5823
Malaysia,62,"62 Apparel Articles And Accessories, Not Knit Etc.",2025,17613
Malaysia,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2025,43580
Malaysia,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2025,42822
Malaysia,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2025,129872
Malaysia,69,69 Ceramic Products,2025,95756
Malaysia,70,70 Glass And Glassware,2025,52704
Malaysia,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2025,182774
Malaysia,72,72 Iron And Steel,2025,1131294
Malaysia,73,73 Articles Of Iron Or Steel,2025,2498329
Malaysia,74,74 Copper And Articles Thereof,2025,3954755
Malaysia,75,75 Nickel And Articles Thereof,2025,159993
Malaysia,76,76 Aluminum And Articles Thereof,2025,2900694
Malaysia,78,78 Lead And Articles Thereof,2025,72000
Malaysia,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2025,540885
Malaysia,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2025,191952
Malaysia,83,83 Miscellaneous Articles Of Base Metal,2025,1510812
Malaysia,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2025,21920899
Malaysia,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2025,56949169
Malaysia,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2025,83476
Malaysia,88,"88 Aircraft, Spacecraft, And Parts Thereof",2025,7533231
Malaysia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2025,21218090
Malaysia,92,92 Musical Instruments; Parts And Accessories Thereof,2025,34717
Malaysia,93,93 Arms And Ammunition; Parts And Accessories Thereof,2025,3158
Malaysia,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2025,56226
Malaysia,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2025,54222
Malaysia,96,96 Miscellaneous Manufactured Articles,2025,51443
Malaysia,98,"98 Special Classification Provisions, Nesoi",2025,3644453
Maldives,30,30 Pharmaceutical Products,2014,24050
Maldives,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2014,3249
Maldives,38,38 Miscellaneous Chemical Products,2014,6380
Maldives,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2014,2856
Maldives,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2014,3438
Maldives,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2014,13043
Maldives,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2014,5600
Maldives,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2014,9338
Maldives,92,92 Musical Instruments; Parts And Accessories Thereof,2014,2999
Maldives,22,"22 Beverages, Spirits And Vinegar",2015,12122
Maldives,30,30 Pharmaceutical Products,2015,18130
Maldives,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2015,19341
Maldives,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2015,3168
Maldives,83,83 Miscellaneous Articles Of Base Metal,2015,86707
Maldives,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2015,13242
Maldives,88,"88 Aircraft, Spacecraft, And Parts Thereof",2015,17472
Maldives,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2015,45999
Maldives,98,"98 Special Classification Provisions, Nesoi",2015,60433
Maldives,22,"22 Beverages, Spirits And Vinegar",2016,4480
Maldives,30,30 Pharmaceutical Products,2016,29537
Maldives,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2016,18608
Maldives,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2016,2856
Maldives,83,83 Miscellaneous Articles Of Base Metal,2016,4556
Maldives,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2016,16648
Maldives,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2016,2938
Maldives,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2016,24438
Maldives,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2016,87750
Maldives,22,"22 Beverages, Spirits And Vinegar",2017,32365
Maldives,30,30 Pharmaceutical Products,2017,14775
Maldives,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2017,28970
Maldives,39,39 Plastics And Articles Thereof,2017,4528
Maldives,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2017,3645
Maldives,83,83 Miscellaneous Articles Of Base Metal,2017,15029
Maldives,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2017,261719
Maldives,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2017,18792
Maldives,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2017,29664
Maldives,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2017,39542
Maldives,22,"22 Beverages, Spirits And Vinegar",2018,79758
Maldives,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2018,44963
Maldives,39,39 Plastics And Articles Thereof,2018,9439
Maldives,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2018,4030
Maldives,83,83 Miscellaneous Articles Of Base Metal,2018,10864
Maldives,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2018,83258
Maldives,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2018,533814
Maldives,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2018,6996
Maldives,88,"88 Aircraft, Spacecraft, And Parts Thereof",2018,21563
Maldives,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2018,6712
Maldives,92,92 Musical Instruments; Parts And Accessories Thereof,2018,3619
Maldives,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2018,360146
Maldives,22,"22 Beverages, Spirits And Vinegar",2019,80944
Maldives,30,30 Pharmaceutical Products,2019,12206
Maldives,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2019,56406
Maldives,38,38 Miscellaneous Chemical Products,2019,14715
Maldives,39,39 Plastics And Articles Thereof,2019,3371
Maldives,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2019,16567
Maldives,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2019,59591
Maldives,83,83 Miscellaneous Articles Of Base Metal,2019,24075
Maldives,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2019,402651
Maldives,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2019,6940
Maldives,88,"88 Aircraft, Spacecraft, And Parts Thereof",2019,3595153
Maldives,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2019,124900
Maldives,22,"22 Beverages, Spirits And Vinegar",2020,14830
Maldives,30,30 Pharmaceutical Products,2020,12737
Maldives,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2020,22311
Maldives,38,38 Miscellaneous Chemical Products,2020,8853
Maldives,83,83 Miscellaneous Articles Of Base Metal,2020,114805
Maldives,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2020,15580
Maldives,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2020,4644
Maldives,88,"88 Aircraft, Spacecraft, And Parts Thereof",2020,69161
Maldives,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2020,82108
Maldives,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2020,3530
Maldives,18,18 Cocoa And Cocoa Preparations,2021,3101
Maldives,21,21 Miscellaneous Edible Preparations,2021,2745
Maldives,22,"22 Beverages, Spirits And Vinegar",2021,135109
Maldives,29,29 Organic Chemicals,2021,12375
Maldives,30,30 Pharmaceutical Products,2021,6898
Maldives,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2021,71150
Maldives,54,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2021,2650
Maldives,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2021,40995
Maldives,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2021,2712
Maldives,88,"88 Aircraft, Spacecraft, And Parts Thereof",2021,3431
Maldives,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2021,318997
Maldives,92,92 Musical Instruments; Parts And Accessories Thereof,2021,3368
Maldives,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2021,3165
Maldives,22,"22 Beverages, Spirits And Vinegar",2022,174680
Maldives,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2022,118039
Maldives,54,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2022,32177
Maldives,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2022,5772
Maldives,76,76 Aluminum And Articles Thereof,2022,26324
Maldives,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2022,2582
Maldives,83,83 Miscellaneous Articles Of Base Metal,2022,22749
Maldives,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2022,246068
Maldives,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2022,116030
Maldives,88,"88 Aircraft, Spacecraft, And Parts Thereof",2022,9185
Maldives,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2022,22735
Maldives,92,92 Musical Instruments; Parts And Accessories Thereof,2022,13459
Maldives,21,21 Miscellaneous Edible Preparations,2023,20421
Maldives,22,"22 Beverages, Spirits And Vinegar",2023,143952
Maldives,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2023,12668
Maldives,30,30 Pharmaceutical Products,2023,8214
Maldives,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2023,15153
Maldives,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2023,9325
Maldives,39,39 Plastics And Articles Thereof,2023,2760
Maldives,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2023,13282
Maldives,76,76 Aluminum And Articles Thereof,2023,22409
Maldives,83,83 Miscellaneous Articles Of Base Metal,2023,19434
Maldives,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2023,202270
Maldives,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2023,19447
Maldives,88,"88 Aircraft, Spacecraft, And Parts Thereof",2023,43009
Maldives,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2023,44849
Maldives,92,92 Musical Instruments; Parts And Accessories Thereof,2023,2760
Maldives,22,"22 Beverages, Spirits And Vinegar",2024,232807
Maldives,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2024,67871
Maldives,30,30 Pharmaceutical Products,2024,21259
Maldives,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2024,4735
Maldives,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2024,67539
Maldives,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2024,19715
Maldives,38,38 Miscellaneous Chemical Products,2024,50482
Maldives,40,40 Rubber And Articles Thereof,2024,8320
Maldives,83,83 Miscellaneous Articles Of Base Metal,2024,12533
Maldives,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2024,84799
Maldives,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2024,44654
Maldives,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2024,2504
Maldives,88,"88 Aircraft, Spacecraft, And Parts Thereof",2024,751695
Maldives,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2024,15311
Maldives,92,92 Musical Instruments; Parts And Accessories Thereof,2024,5266
Maldives,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2024,29594
Maldives,22,"22 Beverages, Spirits And Vinegar",2025,181359
Maldives,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2025,20577
Maldives,30,30 Pharmaceutical Products,2025,22528
Maldives,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2025,262108
Maldives,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2025,34548
Maldives,38,38 Miscellaneous Chemical Products,2025,54080
Maldives,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2025,4108
Maldives,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2025,98223
Maldives,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2025,87699
Maldives,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2025,543226
Maldives,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2025,41899
Marshall Islands,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2014,31454
Marshall Islands,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2015,2646
Marshall Islands,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2015,7611
Marshall Islands,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2016,60976
Marshall Islands,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2016,11421
Marshall Islands,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2016,4576
Marshall Islands,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2017,7908
Marshall Islands,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2018,6984
Marshall Islands,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2018,3489
Marshall Islands,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2018,7875
Marshall Islands,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2019,4147
Marshall Islands,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2021,6827
Marshall Islands,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2021,27060
Marshall Islands,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2021,102184
Marshall Islands,88,"88 Aircraft, Spacecraft, And Parts Thereof",2021,38499
Marshall Islands,88,"88 Aircraft, Spacecraft, And Parts Thereof",2022,3600
Marshall Islands,30,30 Pharmaceutical Products,2023,6134
Marshall Islands,88,"88 Aircraft, Spacecraft, And Parts Thereof",2023,30305
Marshall Islands,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2024,37425
Marshall Islands,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2024,8700
Micronesia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2014,89630
Micronesia,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2014,10195
Micronesia,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2014,18544
Micronesia,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2014,4500
Micronesia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2014,3494
Micronesia,23,23 Food Industry Residues & Waste; Prep Animal Feed,2015,96277
Micronesia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2015,41618
Micronesia,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2015,6385
Micronesia,23,23 Food Industry Residues & Waste; Prep Animal Feed,2016,16228
Micronesia,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2016,4616
Micronesia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2016,27077
Micronesia,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2016,18463
Micronesia,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2016,270836
Micronesia,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2016,13725
Micronesia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2016,9856
Micronesia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2017,58599
Micronesia,73,73 Articles Of Iron Or Steel,2017,65395
Micronesia,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2017,2528
Micronesia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2018,12670
Micronesia,88,"88 Aircraft, Spacecraft, And Parts Thereof",2018,10920
Micronesia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2018,224300
Micronesia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2019,671811
Micronesia,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2019,12500
Micronesia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2019,345867
Micronesia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2020,4158
Micronesia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2020,11369
Micronesia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2021,2800
Micronesia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2022,4400
Micronesia,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2022,107864
Micronesia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2023,19734
Micronesia,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2023,48060
Micronesia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2023,4054
Micronesia,30,30 Pharmaceutical Products,2024,6652
Micronesia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2024,11400
Micronesia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2024,3357
Micronesia,38,38 Miscellaneous Chemical Products,2025,4215
Micronesia,39,39 Plastics And Articles Thereof,2025,11360
